	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV
new_taxa..2...i..1.7..7312	100	100	100	100	100	35	35	ASV_7314
new_taxa..2...i..1.7..7313	100	100	100	100	100	100	100	ASV_7315
new_taxa..2...i..1.7..7314	100	100	100	100	100	94	94	ASV_7316
new_taxa..2...i..1.7..7315	100	100	100	100	100	100	62	ASV_7317
new_taxa..2...i..1.7..7316	100	100	100	100	100	77	77	ASV_7318
new_taxa..2...i..1.7..7317	100	100	100	99	99	97	93	ASV_7319
new_taxa..2...i..1.7..7318	100	100	100	100	100	100	100	ASV_7320
new_taxa..2...i..1.7..7319	100	100	100	100	100	100	100	ASV_7321
new_taxa..2...i..1.7..7320	100	100	100	100	100	84	84	ASV_7322
new_taxa..2...i..1.7..7321	100	100	100	100	98	98	98	ASV_7323
new_taxa..2...i..1.7..7322	100	100	100	100	100	73	73	ASV_7324
new_taxa..2...i..1.7..7323	100	100	100	100	100	100	100	ASV_7325
new_taxa..2...i..1.7..7324	100	100	100	100	100	30	30	ASV_7326
new_taxa..2...i..1.7..7325	100	100	100	100	100	100	100	ASV_7327
new_taxa..2...i..1.7..7326	100	100	100	100	100	43	39	ASV_7328
new_taxa..2...i..1.7..7327	100	100	100	100	100	89	62	ASV_7329
new_taxa..2...i..1.7..7328	100	100	100	100	100	100	100	ASV_7330
new_taxa..2...i..1.7..7329	100	100	100	100	100	89	89	ASV_7331
new_taxa..2...i..1.7..7330	100	100	100	100	84	62	22	ASV_7332
new_taxa..2...i..1.7..7331	100	100	100	100	99	99	99	ASV_7333
new_taxa..2...i..1.7..7332	100	100	100	100	100	100	100	ASV_7334
new_taxa..2...i..1.7..7333	100	100	100	100	100	100	100	ASV_7335
new_taxa..2...i..1.7..7334	100	100	100	100	100	100	100	ASV_7336
new_taxa..2...i..1.7..7335	100	100	100	100	100	100	66	ASV_7337
new_taxa..2...i..1.7..7336	100	100	100	100	100	100	100	ASV_7338
new_taxa..2...i..1.7..7337	100	100	100	99	99	98	98	ASV_7339
new_taxa..2...i..1.7..7338	100	100	100	100	98	98	98	ASV_7340
new_taxa..2...i..1.7..7339	100	100	100	100	94	92	92	ASV_7341
new_taxa..2...i..1.7..7340	100	99	99	99	99	50	50	ASV_7342
new_taxa..2...i..1.7..7341	100	100	100	100	100	100	100	ASV_7343
new_taxa..2...i..1.7..7342	100	100	100	100	100	100	100	ASV_7344
new_taxa..2...i..1.7..7343	100	100	100	100	83	29	29	ASV_7345
new_taxa..2...i..1.7..7344	100	100	100	100	100	54	19	ASV_7346
new_taxa..2...i..1.7..7345	100	100	100	99	99	99	99	ASV_7347
new_taxa..2...i..1.7..7346	100	100	100	100	100	100	100	ASV_7348
new_taxa..2...i..1.7..7347	100	100	100	100	100	100	100	ASV_7349
new_taxa..2...i..1.7..7348	100	100	100	100	100	100	99	ASV_7350
new_taxa..2...i..1.7..7349	100	100	100	100	100	100	100	ASV_7351
new_taxa..2...i..1.7..7350	100	100	100	100	100	32	32	ASV_7352
new_taxa..2...i..1.7..7351	100	100	100	100	99	96	77	ASV_7353
new_taxa..2...i..1.7..7352	100	100	100	100	100	74	64	ASV_7354
new_taxa..2...i..1.7..7353	100	100	100	100	100	64	47	ASV_7355
new_taxa..2...i..1.7..7354	100	100	100	100	100	87	87	ASV_7356
new_taxa..2...i..1.7..7355	100	100	100	100	100	76	76	ASV_7357
new_taxa..2...i..1.7..7356	100	100	100	100	100	91	91	ASV_7358
new_taxa..2...i..1.7..7357	100	100	100	100	100	30	30	ASV_7359
new_taxa..2...i..1.7..7358	100	100	100	100	100	100	100	ASV_7360
new_taxa..2...i..1.7..7359	100	100	100	95	93	67	67	ASV_7361
new_taxa..2...i..1.7..7360	100	100	100	99	99	44	44	ASV_7362
new_taxa..2...i..1.7..7361	100	100	100	100	100	95	91	ASV_7363
new_taxa..2...i..1.7..7362	100	100	100	100	100	100	100	ASV_7364
new_taxa..2...i..1.7..7363	100	100	100	100	92	40	33	ASV_7365
new_taxa..2...i..1.7..7364	100	100	100	100	100	100	100	ASV_7366
new_taxa..2...i..1.7..7365	100	100	100	100	99	99	99	ASV_7367
new_taxa..2...i..1.7..7366	100	100	100	100	100	97	97	ASV_7368
new_taxa..2...i..1.7..7367	100	100	100	100	98	98	98	ASV_7369
new_taxa..2...i..1.7..7368	100	100	100	100	100	100	100	ASV_7370
new_taxa..2...i..1.7..7369	100	100	99	99	99	98	98	ASV_7371
new_taxa..2...i..1.7..7370	100	100	100	96	96	95	95	ASV_7372
new_taxa..2...i..1.7..7371	100	100	100	100	100	84	84	ASV_7373
new_taxa..2...i..1.7..7372	100	100	100	100	100	100	100	ASV_7374
new_taxa..2...i..1.7..7373	100	100	100	100	100	100	100	ASV_7375
new_taxa..2...i..1.7..7374	100	100	100	100	100	65	65	ASV_7376
new_taxa..2...i..1.7..7375	100	100	100	100	100	100	100	ASV_7377
new_taxa..2...i..1.7..7376	100	100	100	100	100	100	100	ASV_7378
new_taxa..2...i..1.7..7377	100	100	100	100	100	32	32	ASV_7379
new_taxa..2...i..1.7..7378	100	100	100	100	100	55	55	ASV_7380
new_taxa..2...i..1.7..7379	100	100	100	100	100	99	99	ASV_7381
new_taxa..2...i..1.7..7380	100	100	100	100	100	93	93	ASV_7382
new_taxa..2...i..1.7..7381	100	100	100	100	100	100	100	ASV_7383
new_taxa..2...i..1.7..7382	100	100	100	100	100	28	28	ASV_7384
new_taxa..2...i..1.7..7383	100	100	100	100	100	83	83	ASV_7385
new_taxa..2...i..1.7..7384	100	80	72	39	39	39	39	ASV_7386
new_taxa..2...i..1.7..7385	100	100	100	100	100	100	100	ASV_7387
new_taxa..2...i..1.7..7386	100	100	100	100	100	51	51	ASV_7388
new_taxa..2...i..1.7..7387	100	100	100	100	100	92	92	ASV_7389
new_taxa..2...i..1.7..7388	100	100	100	100	100	100	100	ASV_7390
new_taxa..2...i..1.7..7389	100	100	100	100	100	94	90	ASV_7391
new_taxa..2...i..1.7..7390	100	100	100	100	100	100	100	ASV_7392
new_taxa..2...i..1.7..7391	100	100	100	100	100	21	21	ASV_7393
new_taxa..2...i..1.7..7392	100	100	100	100	100	96	96	ASV_7394
new_taxa..2...i..1.7..7393	100	99	99	99	98	98	98	ASV_7395
new_taxa..2...i..1.7..7394	100	100	99	66	66	64	63	ASV_7396
new_taxa..2...i..1.7..7395	100	100	100	100	95	95	95	ASV_7397
new_taxa..2...i..1.7..7396	100	100	100	100	100	100	76	ASV_7398
new_taxa..2...i..1.7..7397	100	100	100	100	100	100	100	ASV_7399
new_taxa..2...i..1.7..7398	100	100	100	100	100	76	76	ASV_7400
new_taxa..2...i..1.7..7399	100	100	100	100	100	100	100	ASV_7401
new_taxa..2...i..1.7..7400	100	100	100	100	100	74	74	ASV_7402
new_taxa..2...i..1.7..7401	100	100	100	100	100	100	100	ASV_7403
new_taxa..2...i..1.7..7402	100	100	100	100	100	77	77	ASV_7404
new_taxa..2...i..1.7..7403	100	100	100	100	100	100	100	ASV_7405
new_taxa..2...i..1.7..7404	100	100	100	100	100	34	26	ASV_7406
new_taxa..2...i..1.7..7405	100	100	100	100	100	100	100	ASV_7407
new_taxa..2...i..1.7..7406	100	100	100	100	100	100	100	ASV_7408
new_taxa..2...i..1.7..7407	100	100	100	100	100	73	73	ASV_7409
new_taxa..2...i..1.7..7408	100	100	100	100	100	38	27	ASV_7410
new_taxa..2...i..1.7..7409	100	100	100	100	100	94	94	ASV_7411
new_taxa..2...i..1.7..7410	100	100	100	100	90	87	87	ASV_7412
new_taxa..2...i..1.7..7411	100	100	100	100	100	100	45	ASV_7413
new_taxa..2...i..1.7..7412	100	100	100	100	100	100	100	ASV_7414
new_taxa..2...i..1.7..7413	100	100	100	100	100	99	99	ASV_7415
new_taxa..2...i..1.7..7414	100	100	100	100	100	100	82	ASV_7416
new_taxa..2...i..1.7..7415	100	100	100	100	100	74	74	ASV_7417
new_taxa..2...i..1.7..7416	100	100	100	100	100	53	32	ASV_7418
new_taxa..2...i..1.7..7417	100	100	100	100	100	100	100	ASV_7419
new_taxa..2...i..1.7..7418	100	100	90	83	68	27	18	ASV_7420
new_taxa..2...i..1.7..7419	100	100	100	100	100	58	58	ASV_7421
new_taxa..2...i..1.7..7420	100	100	100	100	100	77	77	ASV_7422
new_taxa..2...i..1.7..7421	100	100	100	100	100	100	96	ASV_7423
new_taxa..2...i..1.7..7422	100	100	100	100	100	26	26	ASV_7424
new_taxa..2...i..1.7..7423	100	100	100	100	100	100	100	ASV_7425
new_taxa..2...i..1.7..7424	100	100	100	100	100	64	64	ASV_7426
new_taxa..2...i..1.7..7425	100	100	100	98	69	69	69	ASV_7427
new_taxa..2...i..1.7..7426	100	100	100	100	100	65	65	ASV_7428
new_taxa..2...i..1.7..7427	100	100	100	100	100	100	99	ASV_7429
new_taxa..2...i..1.7..7428	100	100	100	100	100	100	100	ASV_7430
new_taxa..2...i..1.7..7429	100	100	100	100	100	74	71	ASV_7431
new_taxa..2...i..1.7..7430	100	100	100	100	100	67	67	ASV_7432
new_taxa..2...i..1.7..7431	100	100	100	100	100	100	100	ASV_7433
new_taxa..2...i..1.7..7432	100	100	100	100	100	32	32	ASV_7434
new_taxa..2...i..1.7..7433	100	100	100	100	100	100	100	ASV_7435
new_taxa..2...i..1.7..7434	100	96	95	90	90	48	48	ASV_7436
new_taxa..2...i..1.7..7435	100	98	97	97	97	97	97	ASV_7437
new_taxa..2...i..1.7..7436	100	100	100	100	8	8	8	ASV_7438
new_taxa..2...i..1.7..7437	100	100	100	100	100	72	72	ASV_7439
new_taxa..2...i..1.7..7438	100	100	100	100	100	100	88	ASV_7440
new_taxa..2...i..1.7..7439	100	100	100	99	97	96	96	ASV_7441
new_taxa..2...i..1.7..7440	100	100	100	100	100	100	100	ASV_7442
new_taxa..2...i..1.7..7441	100	100	100	100	100	100	100	ASV_7443
new_taxa..2...i..1.7..7442	100	98	98	98	98	98	98	ASV_7444
new_taxa..2...i..1.7..7443	100	100	100	100	100	100	100	ASV_7445
new_taxa..2...i..1.7..7444	100	100	99	94	94	94	94	ASV_7446
new_taxa..2...i..1.7..7445	100	100	100	100	100	100	100	ASV_7447
new_taxa..2...i..1.7..7446	100	100	100	97	95	51	51	ASV_7448
new_taxa..2...i..1.7..7447	100	100	100	100	100	92	92	ASV_7449
new_taxa..2...i..1.7..7448	100	100	98	92	78	27	10	ASV_7450
new_taxa..2...i..1.7..7449	100	100	100	100	100	64	64	ASV_7451
new_taxa..2...i..1.7..7450	100	100	100	100	100	100	82	ASV_7452
new_taxa..2...i..1.7..7451	100	100	100	100	100	100	100	ASV_7453
new_taxa..2...i..1.7..7452	100	100	100	100	100	16	16	ASV_7454
new_taxa..2...i..1.7..7453	100	100	99	99	99	71	71	ASV_7455
new_taxa..2...i..1.7..7454	100	100	100	100	99	93	93	ASV_7456
new_taxa..2...i..1.7..7455	100	100	100	100	100	34	33	ASV_7457
new_taxa..2...i..1.7..7456	100	100	100	100	100	16	16	ASV_7458
new_taxa..2...i..1.7..7457	100	100	100	100	100	100	100	ASV_7459
new_taxa..2...i..1.7..7458	100	100	100	100	100	82	82	ASV_7460
new_taxa..2...i..1.7..7459	100	100	100	100	100	100	100	ASV_7461
new_taxa..2...i..1.7..7460	100	100	100	100	99	76	76	ASV_7462
new_taxa..2...i..1.7..7461	100	100	100	100	100	100	54	ASV_7463
new_taxa..2...i..1.7..7462	100	100	100	100	100	61	61	ASV_7464
new_taxa..2...i..1.7..7463	100	100	100	99	99	99	99	ASV_7465
new_taxa..2...i..1.7..7464	100	100	100	100	100	100	100	ASV_7466
new_taxa..2...i..1.7..7465	100	100	100	100	100	100	100	ASV_7467
new_taxa..2...i..1.7..7466	100	100	100	100	99	73	48	ASV_7468
new_taxa..2...i..1.7..7467	100	100	100	100	100	100	100	ASV_7469
new_taxa..2...i..1.7..7468	100	100	100	100	100	100	100	ASV_7470
new_taxa..2...i..1.7..7469	100	99	99	98	98	31	22	ASV_7471
new_taxa..2...i..1.7..7470	100	100	100	100	100	100	100	ASV_7472
new_taxa..2...i..1.7..7471	100	100	100	100	100	58	58	ASV_7473
new_taxa..2...i..1.7..7472	100	100	100	100	100	84	84	ASV_7474
new_taxa..2...i..1.7..7473	100	100	100	100	100	100	100	ASV_7475
new_taxa..2...i..1.7..7474	100	100	100	100	100	100	97	ASV_7476
new_taxa..2...i..1.7..7475	100	100	100	100	100	89	89	ASV_7477
new_taxa..2...i..1.7..7476	100	100	100	100	100	100	100	ASV_7478
new_taxa..2...i..1.7..7477	100	100	100	100	100	100	100	ASV_7479
new_taxa..2...i..1.7..7478	100	100	100	100	100	98	86	ASV_7480
new_taxa..2...i..1.7..7479	100	100	100	100	100	100	100	ASV_7481
new_taxa..2...i..1.7..7480	100	100	100	49	49	34	34	ASV_7482
new_taxa..2...i..1.7..7481	100	100	100	100	100	60	57	ASV_7483
new_taxa..2...i..1.7..7482	100	100	100	100	100	95	95	ASV_7484
new_taxa..2...i..1.7..7483	100	100	100	100	100	54	53	ASV_7485
new_taxa..2...i..1.7..7484	100	100	100	100	100	16	16	ASV_7486
new_taxa..2...i..1.7..7485	100	100	100	100	100	100	100	ASV_7487
new_taxa..2...i..1.7..7486	100	100	100	99	99	99	99	ASV_7488
new_taxa..2...i..1.7..7487	100	100	100	100	100	47	47	ASV_7489
new_taxa..2...i..1.7..7488	100	100	100	100	99	97	97	ASV_7490
new_taxa..2...i..1.7..7489	100	100	100	100	100	100	100	ASV_7491
new_taxa..2...i..1.7..7490	100	100	100	100	100	100	100	ASV_7492
new_taxa..2...i..1.7..7491	100	100	100	100	100	100	16	ASV_7493
new_taxa..2...i..1.7..7492	100	100	100	100	100	100	100	ASV_7494
new_taxa..2...i..1.7..7493	100	100	100	100	100	100	100	ASV_7495
new_taxa..2...i..1.7..7494	100	100	100	100	100	98	90	ASV_7496
new_taxa..2...i..1.7..7495	100	100	100	100	100	99	99	ASV_7497
new_taxa..2...i..1.7..7496	100	100	100	100	100	87	52	ASV_7498
new_taxa..2...i..1.7..7497	100	100	100	99	99	99	99	ASV_7499
new_taxa..2...i..1.7..7498	100	100	100	100	100	100	60	ASV_7500
new_taxa..2...i..1.7..7499	100	100	100	100	100	100	100	ASV_7501
new_taxa..2...i..1.7..7500	100	100	100	100	100	100	100	ASV_7502
new_taxa..2...i..1.7..7501	100	100	100	100	100	76	76	ASV_7503
new_taxa..2...i..1.7..7502	100	100	100	100	100	100	100	ASV_7504
new_taxa..2...i..1.7..7503	100	100	100	98	96	96	96	ASV_7505
new_taxa..2...i..1.7..7504	100	100	100	100	100	59	35	ASV_7506
new_taxa..2...i..1.7..7505	100	99	99	99	99	48	45	ASV_7507
new_taxa..2...i..1.7..7506	100	100	100	100	100	96	96	ASV_7508
new_taxa..2...i..1.7..7507	100	99	99	99	99	99	99	ASV_7509
new_taxa..2...i..1.7..7508	100	79	79	79	79	79	79	ASV_7510
new_taxa..2...i..1.7..7509	100	98	98	98	98	98	98	ASV_7511
new_taxa..2...i..1.7..7510	100	100	100	100	100	100	100	ASV_7512
new_taxa..2...i..1.7..7511	100	98	98	98	95	94	94	ASV_7513
new_taxa..2...i..1.7..7512	100	100	100	100	100	67	67	ASV_7514
new_taxa..2...i..1.7..7513	100	100	100	100	100	55	55	ASV_7515
new_taxa..2...i..1.7..7514	100	100	100	100	100	100	100	ASV_7516
new_taxa..2...i..1.7..7515	100	100	100	100	100	100	100	ASV_7517
new_taxa..2...i..1.7..7516	100	100	100	100	98	98	98	ASV_7518
new_taxa..2...i..1.7..7517	100	100	100	100	100	100	80	ASV_7519
new_taxa..2...i..1.7..7518	100	100	100	100	100	100	100	ASV_7520
new_taxa..2...i..1.7..7519	100	100	100	100	92	57	57	ASV_7521
new_taxa..2...i..1.7..7520	100	100	100	100	100	100	100	ASV_7522
new_taxa..2...i..1.7..7521	100	100	100	100	100	100	100	ASV_7523
new_taxa..2...i..1.7..7522	100	100	100	100	100	100	100	ASV_7524
new_taxa..2...i..1.7..7523	100	100	100	100	56	56	56	ASV_7525
new_taxa..2...i..1.7..7524	100	100	100	100	100	99	99	ASV_7526
new_taxa..2...i..1.7..7525	100	100	100	97	97	83	83	ASV_7527
new_taxa..2...i..1.7..7526	100	100	99	95	94	48	48	ASV_7528
new_taxa..2...i..1.7..7527	100	100	100	100	100	94	80	ASV_7529
new_taxa..2...i..1.7..7528	100	100	100	100	100	100	100	ASV_7530
new_taxa..2...i..1.7..7529	100	100	100	100	100	42	42	ASV_7531
new_taxa..2...i..1.7..7530	100	100	100	100	100	100	100	ASV_7532
new_taxa..2...i..1.7..7531	100	100	97	92	92	92	92	ASV_7533
new_taxa..2...i..1.7..7532	100	100	100	100	100	100	67	ASV_7534
new_taxa..2...i..1.7..7533	100	100	100	100	100	100	100	ASV_7535
new_taxa..2...i..1.7..7534	100	100	100	100	100	100	100	ASV_7536
new_taxa..2...i..1.7..7535	100	100	100	100	100	99	99	ASV_7537
new_taxa..2...i..1.7..7536	100	100	100	100	100	100	100	ASV_7538
new_taxa..2...i..1.7..7537	100	100	100	100	100	100	100	ASV_7539
new_taxa..2...i..1.7..7538	100	100	100	100	100	100	53	ASV_7540
new_taxa..2...i..1.7..7539	100	100	100	100	100	100	98	ASV_7541
new_taxa..2...i..1.7..7540	100	100	100	98	76	61	56	ASV_7542
new_taxa..2...i..1.7..7541	100	100	100	98	91	91	52	ASV_7543
new_taxa..2...i..1.7..7542	100	100	100	100	100	48	48	ASV_7544
new_taxa..2...i..1.7..7543	100	100	100	100	99	94	94	ASV_7545
new_taxa..2...i..1.7..7544	100	100	100	100	100	99	58	ASV_7546
new_taxa..2...i..1.7..7545	100	100	100	100	100	41	40	ASV_7547
new_taxa..2...i..1.7..7546	100	100	100	100	100	100	74	ASV_7548
new_taxa..2...i..1.7..7547	100	100	100	73	73	68	68	ASV_7549
new_taxa..2...i..1.7..7548	100	100	100	100	100	100	51	ASV_7550
new_taxa..2...i..1.7..7549	100	100	100	100	100	95	95	ASV_7551
new_taxa..2...i..1.7..7550	100	100	100	100	100	76	76	ASV_7552
new_taxa..2...i..1.7..7551	100	100	100	100	100	100	67	ASV_7553
new_taxa..2...i..1.7..7552	100	100	100	100	100	100	64	ASV_7554
new_taxa..2...i..1.7..7553	100	100	100	100	100	78	44	ASV_7555
new_taxa..2...i..1.7..7554	100	100	100	100	100	100	100	ASV_7556
new_taxa..2...i..1.7..7555	100	100	100	100	100	95	74	ASV_7557
new_taxa..2...i..1.7..7556	100	100	100	100	100	100	100	ASV_7558
new_taxa..2...i..1.7..7557	100	100	100	100	100	100	100	ASV_7559
new_taxa..2...i..1.7..7558	100	100	100	100	100	100	70	ASV_7560
new_taxa..2...i..1.7..7559	100	100	100	100	100	86	86	ASV_7561
new_taxa..2...i..1.7..7560	100	100	100	100	100	99	99	ASV_7562
new_taxa..2...i..1.7..7561	100	100	100	100	100	100	66	ASV_7563
new_taxa..2...i..1.7..7562	100	100	100	100	100	100	100	ASV_7564
new_taxa..2...i..1.7..7563	100	100	100	100	100	90	33	ASV_7565
new_taxa..2...i..1.7..7564	100	100	100	100	97	96	96	ASV_7566
new_taxa..2...i..1.7..7565	100	100	100	100	100	100	100	ASV_7567
new_taxa..2...i..1.7..7566	100	100	100	100	100	77	77	ASV_7568
new_taxa..2...i..1.7..7567	100	65	58	58	58	58	58	ASV_7569
new_taxa..2...i..1.7..7568	100	100	100	100	100	100	88	ASV_7570
new_taxa..2...i..1.7..7569	100	100	100	99	99	99	99	ASV_7571
new_taxa..2...i..1.7..7570	100	100	100	100	100	61	61	ASV_7572
new_taxa..2...i..1.7..7571	100	100	100	100	100	100	59	ASV_7573
new_taxa..2...i..1.7..7572	100	100	100	100	100	13	13	ASV_7574
new_taxa..2...i..1.7..7573	100	97	95	87	87	65	65	ASV_7575
new_taxa..2...i..1.7..7574	100	100	99	96	96	69	69	ASV_7576
new_taxa..2...i..1.7..7575	100	100	100	100	100	57	56	ASV_7577
new_taxa..2...i..1.7..7576	100	100	100	100	100	28	28	ASV_7578
new_taxa..2...i..1.7..7577	100	100	100	100	100	100	100	ASV_7579
new_taxa..2...i..1.7..7578	100	100	100	100	100	40	40	ASV_7580
new_taxa..2...i..1.7..7579	100	100	100	100	100	97	97	ASV_7581
new_taxa..2...i..1.7..7580	100	100	100	100	100	100	100	ASV_7582
new_taxa..2...i..1.7..7581	100	100	100	100	100	100	100	ASV_7583
new_taxa..2...i..1.7..7582	100	100	100	100	100	96	96	ASV_7584
new_taxa..2...i..1.7..7583	100	100	100	100	100	100	100	ASV_7585
new_taxa..2...i..1.7..7584	100	100	100	98	98	73	73	ASV_7586
new_taxa..2...i..1.7..7585	100	94	91	83	83	83	83	ASV_7587
new_taxa..2...i..1.7..7586	100	98	91	81	81	81	81	ASV_7588
new_taxa..2...i..1.7..7587	100	100	100	100	100	100	100	ASV_7589
new_taxa..2...i..1.7..7588	100	94	92	71	71	71	71	ASV_7590
new_taxa..2...i..1.7..7589	100	98	88	88	88	88	88	ASV_7591
new_taxa..2...i..1.7..7590	100	100	100	100	99	99	99	ASV_7592
new_taxa..2...i..1.7..7591	100	100	100	98	98	98	94	ASV_7593
new_taxa..2...i..1.7..7592	100	100	100	98	98	98	98	ASV_7594
new_taxa..2...i..1.7..7593	100	100	100	100	100	100	100	ASV_7595
new_taxa..2...i..1.7..7594	100	100	100	100	100	100	100	ASV_7596
new_taxa..2...i..1.7..7595	100	100	100	99	99	47	36	ASV_7597
new_taxa..2...i..1.7..7596	100	100	100	100	68	42	24	ASV_7598
new_taxa..2...i..1.7..7597	100	100	100	100	100	81	81	ASV_7599
new_taxa..2...i..1.7..7598	100	100	100	100	100	61	61	ASV_7600
new_taxa..2...i..1.7..7599	100	99	99	96	91	91	91	ASV_7601
new_taxa..2...i..1.7..7600	100	100	100	100	100	99	95	ASV_7602
new_taxa..2...i..1.7..7601	99	86	86	86	79	79	42	ASV_7603
new_taxa..2...i..1.7..7602	100	100	100	100	100	100	100	ASV_7604
new_taxa..2...i..1.7..7603	100	100	100	100	94	89	77	ASV_7605
new_taxa..2...i..1.7..7604	100	100	100	100	100	99	32	ASV_7606
new_taxa..2...i..1.7..7605	100	100	100	100	100	100	89	ASV_7607
new_taxa..2...i..1.7..7606	100	100	100	99	99	99	99	ASV_7608
new_taxa..2...i..1.7..7607	100	100	100	100	96	94	94	ASV_7609
new_taxa..2...i..1.7..7608	100	100	100	100	100	100	75	ASV_7610
new_taxa..2...i..1.7..7609	100	100	100	100	100	100	66	ASV_7611
new_taxa..2...i..1.7..7610	100	92	90	80	80	76	76	ASV_7612
new_taxa..2...i..1.7..7611	100	100	100	100	100	100	100	ASV_7613
new_taxa..2...i..1.7..7612	100	100	100	86	86	86	86	ASV_7614
new_taxa..2...i..1.7..7613	100	100	100	100	100	100	100	ASV_7615
new_taxa..2...i..1.7..7614	100	100	100	100	100	100	100	ASV_7616
new_taxa..2...i..1.7..7615	100	100	100	100	100	100	100	ASV_7617
new_taxa..2...i..1.7..7616	100	100	100	100	100	92	88	ASV_7618
new_taxa..2...i..1.7..7617	100	86	84	48	48	48	48	ASV_7619
new_taxa..2...i..1.7..7618	100	100	100	100	74	68	56	ASV_7620
new_taxa..2...i..1.7..7619	100	99	96	89	88	63	63	ASV_7621
new_taxa..2...i..1.7..7620	100	100	100	99	99	99	99	ASV_7622
new_taxa..2...i..1.7..7621	100	100	100	100	100	100	100	ASV_7623
new_taxa..2...i..1.7..7622	100	100	100	100	66	63	63	ASV_7624
new_taxa..2...i..1.7..7623	100	100	100	100	97	17	17	ASV_7625
new_taxa..2...i..1.7..7624	100	100	100	56	50	47	47	ASV_7626
new_taxa..2...i..1.7..7625	100	100	100	100	100	99	59	ASV_7627
new_taxa..2...i..1.7..7626	100	100	100	100	97	97	97	ASV_7628
new_taxa..2...i..1.7..7627	100	100	100	100	100	100	100	ASV_7629
new_taxa..2...i..1.7..7628	100	100	100	100	100	82	82	ASV_7630
new_taxa..2...i..1.7..7629	100	100	100	100	94	92	92	ASV_7631
new_taxa..2...i..1.7..7630	100	100	100	100	100	65	65	ASV_7632
new_taxa..2...i..1.7..7631	100	100	100	99	99	22	22	ASV_7633
new_taxa..2...i..1.7..7632	100	100	100	100	100	100	81	ASV_7634
new_taxa..2...i..1.7..7633	100	100	100	100	98	68	43	ASV_7635
new_taxa..2...i..1.7..7634	100	100	99	99	95	69	52	ASV_7636
new_taxa..2...i..1.7..7635	100	100	100	100	100	63	63	ASV_7637
new_taxa..2...i..1.7..7636	100	94	84	59	59	59	59	ASV_7638
new_taxa..2...i..1.7..7637	100	100	100	100	100	100	100	ASV_7639
new_taxa..2...i..1.7..7638	100	100	100	100	100	100	100	ASV_7640
new_taxa..2...i..1.7..7639	100	100	98	84	84	75	75	ASV_7641
new_taxa..2...i..1.7..7640	100	100	100	100	100	77	77	ASV_7642
new_taxa..2...i..1.7..7641	100	98	98	94	70	25	25	ASV_7643
new_taxa..2...i..1.7..7642	100	100	100	94	94	30	30	ASV_7644
new_taxa..2...i..1.7..7643	100	100	100	100	100	99	94	ASV_7645
new_taxa..2...i..1.7..7644	100	100	100	100	100	32	9	ASV_7646
new_taxa..2...i..1.7..7645	100	100	100	100	100	100	100	ASV_7647
new_taxa..2...i..1.7..7646	100	100	100	100	100	57	57	ASV_7648
new_taxa..2...i..1.7..7647	100	100	100	100	77	32	18	ASV_7649
new_taxa..2...i..1.7..7648	100	100	100	100	100	100	100	ASV_7650
new_taxa..2...i..1.7..7649	100	100	100	100	100	100	100	ASV_7651
new_taxa..2...i..1.7..7650	100	100	100	100	98	95	95	ASV_7652
new_taxa..2...i..1.7..7651	100	100	100	100	100	99	98	ASV_7653
new_taxa..2...i..1.7..7652	100	100	100	100	100	100	100	ASV_7654
new_taxa..2...i..1.7..7653	100	100	100	96	96	69	69	ASV_7655
new_taxa..2...i..1.7..7654	100	100	100	100	100	100	100	ASV_7656
new_taxa..2...i..1.7..7655	100	100	100	100	47	47	47	ASV_7657
new_taxa..2...i..1.7..7656	100	100	100	97	79	75	75	ASV_7658
new_taxa..2...i..1.7..7657	100	100	100	100	100	100	100	ASV_7659
new_taxa..2...i..1.7..7658	100	100	100	100	100	100	100	ASV_7660
new_taxa..2...i..1.7..7659	100	100	100	100	100	100	100	ASV_7661
new_taxa..2...i..1.7..7660	100	100	100	100	100	100	100	ASV_7662
new_taxa..2...i..1.7..7661	100	100	100	100	100	100	78	ASV_7663
new_taxa..2...i..1.7..7662	100	100	100	100	100	100	100	ASV_7664
new_taxa..2...i..1.7..7663	100	100	100	100	100	76	76	ASV_7665
new_taxa..2...i..1.7..7664	100	100	100	100	100	26	26	ASV_7666
new_taxa..2...i..1.7..7665	100	99	99	99	99	99	99	ASV_7667
new_taxa..2...i..1.7..7666	100	100	100	100	100	62	62	ASV_7668
new_taxa..2...i..1.7..7667	100	100	100	100	100	75	53	ASV_7669
new_taxa..2...i..1.7..7668	100	100	100	100	73	73	69	ASV_7670
new_taxa..2...i..1.7..7669	100	100	100	100	100	100	57	ASV_7671
new_taxa..2...i..1.7..7670	100	100	100	100	100	100	100	ASV_7672
new_taxa..2...i..1.7..7671	100	100	100	100	99	98	98	ASV_7673
new_taxa..2...i..1.7..7672	100	100	100	100	100	53	53	ASV_7674
new_taxa..2...i..1.7..7673	100	100	100	100	100	89	89	ASV_7675
new_taxa..2...i..1.7..7674	100	100	100	100	100	70	58	ASV_7676
new_taxa..2...i..1.7..7675	100	100	100	100	100	100	100	ASV_7677
new_taxa..2...i..1.7..7676	100	100	100	100	100	51	44	ASV_7678
new_taxa..2...i..1.7..7677	100	100	100	100	100	52	49	ASV_7679
new_taxa..2...i..1.7..7678	100	99	99	96	96	22	22	ASV_7680
